channel,title,duration,url,playlist_url,error,downloaded,ext,match,path
Public Sénat,Projet de loi droit des étrangers - Les matins du Sénat (17/02/2016),6234,https://www.youtube.com/watch?v=LAaMqNJY7kM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatProjetdeloidroitdestrangersLesmatinsduSnat17022016,LAaMqNJY7kM.wav
Public Sénat,Les matins du Sénat (16/02/2016),7116,https://www.youtube.com/watch?v=7Wdv5-dUTI4,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatLesmatinsduSnat16022016,7Wdv5-dUTI4.wav
Public Sénat,Rapport annuel de la Cour des comptes suivi de l'audition Alai... - Les matins du Sénat (15/02/2016),6874,https://www.youtube.com/watch?v=iFaY7B_X0wE,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatRapportannueldelaCourdescomptessuividelauditionAlaiLesmatinsduSnat15022016,iFaY7B_X0wE.wav
Public Sénat,Audition de Laurent Fabius sur la COP21 - Les matins du Sénat (11/02/2016),7168,https://www.youtube.com/watch?v=Tjuqjrn87ZQ,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatAuditiondeLaurentFabiussurlaCOP21LesmatinsduSnat11022016,Tjuqjrn87ZQ.wav
Public Sénat,Prorogation de l'état d'urgence - Les matins du Sénat (10/02/2016),7131,https://www.youtube.com/watch?v=ViSUu0-EUmM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatProrogationdeltatdurgenceLesmatinsduSnat10022016,ViSUu0-EUmM.wav
Public Sénat,Proposition de loi contre le Gaspillage alimentaire - Les matins du Sénat (09/02/2016),7093,https://www.youtube.com/watch?v=bMbKi6BLvYQ,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatPropositiondeloicontreleGaspillagealimentaireLesmatinsduSnat09022016,bMbKi6BLvYQ.wav
Public Sénat,Auditions d'A. Sfeir et B. Khiari sur l'Islam - Les matins du Sénat (08/02/2016),7196,https://www.youtube.com/watch?v=rczw8tmdaQ4,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatAuditionsdASfeiretBKhiarisurlIslamLesmatinsduSnat08022016,rczw8tmdaQ4.wav
Public Sénat,Les matins du Sénat : Loi sapin 2 : Le Sénat débat des lanceurs d'alerte (05/07/2016),7129,https://www.youtube.com/watch?v=GgPz6oRo-Lc,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatLesmatinsduSnatLoisapin2LeSnatdbatdeslanceursdalerte05072016,GgPz6oRo-Lc.wav
Public Sénat,Proposition de loi... - Inscription loi 1905 dans la Constitution - Les matins du Sénat (04/02/2016),7056,https://www.youtube.com/watch?v=m1ksyOxb0wA,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatPropositiondeloiInscriptionloi1905danslaConstitutionLesmatinsduSnat04022016,m1ksyOxb0wA.wav
Public Sénat,Proposition de loi - lutte antiterroriste - Les matins du Sénat (03/02/2016),7086,https://www.youtube.com/watch?v=lNj_wN-xQLo,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatPropositiondeloilutteantiterroristeLesmatinsduSnat03022016,lNj_wN-xQLo.wav
Public Sénat,Table ronde sur les risques phytosanitaires - Les matins du Sénat (02/02/2016),7044,https://www.youtube.com/watch?v=FlrMXfyVzUg,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatTablerondesurlesrisquesphytosanitairesLesmatinsduSnat02022016,FlrMXfyVzUg.wav
Public Sénat,Sécurité dans les transports - Les matins du Sénat (01/02/2016),7122,https://www.youtube.com/watch?v=6fkhTou9Bbw,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatScuritdanslestransportsLesmatinsduSnat01022016,6fkhTou9Bbw.wav
Public Sénat,Commission Mixte Paritaire - Fin de vie - Les matins du Sénat (29/01/2016),6990,https://www.youtube.com/watch?v=sh7rNzTDKXM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatCommissionMixteParitaireFindevieLesmatinsduSnat29012016,sh7rNzTDKXM.wav
Public Sénat,Best-Of biodiversité - Les matins du Sénat (26/01/2016),6952,https://www.youtube.com/watch?v=adgRpeSUybg,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatBestOfbiodiversitLesmatinsduSnat26012016,adgRpeSUybg.wav
Public Sénat,Table ronde sur conflits d'intérêt et expertise sanitaire - Les matins du Sénat (25/01/2016),7108,https://www.youtube.com/watch?v=a41Rs7hUEl0,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatTablerondesurconflitsdintrtetexpertisesanitaireLesmatinsduSnat25012016,a41Rs7hUEl0.wav
Public Sénat,Projet de loi sur la biodiversité - Les matins du Sénat (22/01/2016),7169,https://www.youtube.com/watch?v=9aM_h82Kf-o,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatProjetdeloisurlabiodiversitLesmatinsduSnat22012016,9aM_h82Kf-o.wav
Public Sénat,Projet de loi sur la biodiversité - Les matins du Sénat (21/01/2016),7208,https://www.youtube.com/watch?v=vvK9gnIDDX8,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatProjetdeloisurlabiodiversitLesmatinsduSnat21012016,vvK9gnIDDX8.wav
Public Sénat,"Auditions de Bernard Stirn, JM Sauvé et Jacques Toubon sur le ... - Les matins du Sénat (20/01/2016)",7164,https://www.youtube.com/watch?v=apyTfUXt2uA,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatAuditionsdeBernardStirnJMSauvetJacquesToubonsurleLesmatinsduSnat20012016,apyTfUXt2uA.wav
Public Sénat,Les matins du Sénat (19/01/2016),4949,https://www.youtube.com/watch?v=tSWxkukUXSI,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatLesmatinsduSnat19012016,tSWxkukUXSI.wav
Public Sénat,Débat sur le coût économique et financier de la pollution de l... - Les matins du Sénat (18/01/2016),7184,https://www.youtube.com/watch?v=Fk5jgahoD4c,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatDbatsurlecotconomiqueetfinancierdelapollutiondelLesmatinsduSnat18012016,Fk5jgahoD4c.wav
Public Sénat,Proposition de loi d'expérimentation territoriale visant à rés... - Les matins du Sénat (15/01/2016),6996,https://www.youtube.com/watch?v=Ws8QMVy7Qrg,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatPropositiondeloidexprimentationterritorialevisantrsLesmatinsduSnat15012016,Ws8QMVy7Qrg.wav
Public Sénat,"Audition de Henry Laurens, puis débat suite au rapport de l'OP... - Les matins du Sénat (14/01/2016)",5400,https://www.youtube.com/watch?v=FBOC25DHEUQ,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatAuditiondeHenryLaurenspuisdbatsuiteaurapportdelOPLesmatinsduSnat14012016,FBOC25DHEUQ.wav
Public Sénat,Auditions revenus de base Lionel Stoléru/Daniel Cohen - Les matins du Sénat (04/07/2016),7170,https://www.youtube.com/watch?v=uVuW9YFtSQM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatAuditionsrevenusdebaseLionelStolruDanielCohenLesmatinsduSnat04072016,uVuW9YFtSQM.wav
Public Sénat,Budget de la Sécurité sociale : le Sénat défend l'âge de départ à 63 ans,1491,https://www.youtube.com/watch?v=Hrb1MPcub70,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatBudgetdelaScuritsocialeleSnatdfendlgededpart63ans,Hrb1MPcub70.wav
Public Sénat,Bruno Retailleau face à Jean Castex : « Nous ne pouvons vous accorder la confiance »,1065,https://www.youtube.com/watch?v=tgPhcabz_Kg,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatBrunoRetailleaufaceJeanCastexNousnepouvonsvousaccorderlaconfiance,tgPhcabz_Kg.wav
Public Sénat,Edouard Philippe : « J’ai du mal à communiquer un rapport dont je ne suis plus le destinataire »,124,https://www.youtube.com/watch?v=kmoI_9Wg4qQ,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatEdouardPhilippeJaidumalcommuniquerunrapportdontjenesuisplusledestinataire,kmoI_9Wg4qQ.wav
Public Sénat,Néonicotinoïdes : échange violent entre Denormandie et le président du groupe écolo du Sénat,165,https://www.youtube.com/watch?v=yO1WgGuBWWQ,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatNonicotinodeschangeviolententreDenormandieetleprsidentdugroupecoloduSnat,yO1WgGuBWWQ.wav
Public Sénat,Philippe Bas refuse que la commune devienne une « coquille vide »,227,https://www.youtube.com/watch?v=5-TZeiD5BZg,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatPhilippeBasrefusequelacommunedevienneunecoquillevide,5-TZeiD5BZg.wav
Public Sénat,"Loi contre le communautarisme : Claude Malhuret salue ""un sursaut""",324,https://www.youtube.com/watch?v=sOrXqgRwTKM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatLoicontrelecommunautarismeClaudeMalhuretsalueunsursaut,sOrXqgRwTKM.wav
Public Sénat,"Samuel Paty:« la République était en danger, comme elle l’a rarement été » estime Gérard Larcher",221,https://www.youtube.com/watch?v=IEmRBZoevuk,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatSamuelPatylaRpubliquetaitendangercommeellelararementtestimeGrardLarcher,IEmRBZoevuk.wav
Public Sénat,Assassinat de Samuel Paty : Stéphane Ravier (RN) dénonce « le caractère massif de l’immigration »,203,https://www.youtube.com/watch?v=E3AOQvYsYR4,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatAssassinatdeSamuelPatyStphaneRavierRNdnoncelecaractremassifdelimmigration,E3AOQvYsYR4.wav
Public Sénat,"Pour Stéphane Ravier (RN): "" L'islamisme s'installe au cœur du Sénat""",161,https://www.youtube.com/watch?v=DWueuVlbxW0,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatPourStphaneRavierRNLislamismesinstalleaucurduSnat,DWueuVlbxW0.wav
Public Sénat,Lutte contre le communautarisme : le Sénat adopte la proposition de loi,5038,https://www.youtube.com/watch?v=9NzwIQl_DGg,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatLuttecontrelecommunautarismeleSnatadoptelapropositiondeloi,9NzwIQl_DGg.wav
Public Sénat,Le Sénat vote un renforcement du plafonnement des frais bancaires - En séance (28/05/2020),3449,https://www.youtube.com/watch?v=weDj4Cs-mbY,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatLeSnatvoteunrenforcementduplafonnementdesfraisbancairesEnsance28052020,weDj4Cs-mbY.wav
Public Sénat,Stop Covid : le Sénat approuve à son tour l’application de traçage numérique (séance du 27/05/20),9818,https://www.youtube.com/watch?v=mMbRlEBpjw4,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatStopCovidleSnatapprouvesontourlapplicationdetraagenumriquesancedu270520,mMbRlEBpjw4.wav
Public Sénat,"Olivier Véran : ""La situation hospitalière reste tendue, difficile""",107,https://www.youtube.com/watch?v=E7H8p8JAvk8,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatOlivierVranLasituationhospitalirerestetenduedifficile,E7H8p8JAvk8.wav
Public Sénat,"Déconfinement : un vote  ""de petites manœuvres"" selon François Patriat",191,https://www.youtube.com/watch?v=6wXM8eQdBwQ,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatDconfinementunvotedepetitesmanuvresselonFranoisPatriat,6wXM8eQdBwQ.wav
Public Sénat,Edouard Philippe sur les municipales : «  Je crois qu'il faut attendre un peu »,38,https://www.youtube.com/watch?v=ofsPTiiL8Ng,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatEdouardPhilippesurlesmunicipalesJecroisquilfautattendreunpeu,ofsPTiiL8Ng.wav
Public Sénat,Edouard Philippe devant le Sénat : les offices religieux pourraient reprendre le 29 mai,94,https://www.youtube.com/watch?v=dfS1uupEVaE,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatEdouardPhilippedevantleSnatlesofficesreligieuxpourraientreprendrele29mai,dfS1uupEVaE.wav
Public Sénat,Edouard Philippe : 5 millions de masques par semaine réservés au plus fragiles,246,https://www.youtube.com/watch?v=1BD1saIvs68,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatEdouardPhilippe5millionsdemasquesparsemainerservsauplusfragiles,1BD1saIvs68.wav
Public Sénat,"Jean-Marie Bockel : ""Un problème de méthode entre l’État et les collectivités""",293,https://www.youtube.com/watch?v=VMvj6j5lAyQ,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatJeanMarieBockelUnproblmedemthodeentreltatetlescollectivits,VMvj6j5lAyQ.wav
Public Sénat,Édouard Philippe : l'État remboursera les masques achetés dès le 13 avril,238,https://www.youtube.com/watch?v=JjLeSMiOyHM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatdouardPhilippeltatrembourseralesmasquesachetsdsle13avril,JjLeSMiOyHM.wav
Public Sénat,"Édouard Philippe : ""Le déconfinement est un processus risqué""",283,https://www.youtube.com/watch?v=2vD9AbXJLLs,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatdouardPhilippeLedconfinementestunprocessusrisqu,2vD9AbXJLLs.wav
Public Sénat,"Agnès Pannier-Runacher : ""Les parents n’auront pas à équiper leurs enfants en masques""",274,https://www.youtube.com/watch?v=T-n61PoqLBw,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatAgnsPannierRunacherLesparentsnaurontpasquiperleursenfantsenmasques,T-n61PoqLBw.wav
Public Sénat,Coronavirus : Édouard Philippe veut développer les tests dans les Ehpad,324,https://www.youtube.com/watch?v=QaqKSjzmQf8,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatCoronavirusdouardPhilippeveutdvelopperlestestsdanslesEhpad,QaqKSjzmQf8.wav
Public Sénat,Edouard Philippe : « L’heure du déconfinement n’est pas venue »,514,https://www.youtube.com/watch?v=07FTEBOtzaU,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatEdouardPhilippeLheuredudconfinementnestpasvenue,07FTEBOtzaU.wav
Public Sénat,La séance des questions d'actualité au gouvernement au Sénat - 1er avril 2020 - en confinement,4976,https://www.youtube.com/watch?v=NMtXlDMeUjk,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatLasancedesquestionsdactualitaugouvernementauSnat1eravril2020enconfinement,NMtXlDMeUjk.wav
Public Sénat,"Hervé Marseille : «Reporter les charges des entreprises ne suffira pas, il faut les annuler»",220,https://www.youtube.com/watch?v=sdl87LhUlrc,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatHervMarseilleReporterleschargesdesentreprisesnesuffirapasilfautlesannuler,sdl87LhUlrc.wav
Public Sénat,Olivier Véran: « Il y a une réduction inquiétante du recours à l'IVG »,154,https://www.youtube.com/watch?v=KXUDWcvQjwQ,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatOlivierVranIlyaunerductioninquitantedurecourslIVG,KXUDWcvQjwQ.wav
Public Sénat,"Olivier Véran : « Il n’y a pas de vacances pour le virus, donc il n’y pas de vacances pour le confin",120,https://www.youtube.com/watch?v=2mN6if5XhP8,https://www.youtube.com/playlist?list=PL-M7yEVf_H0jrT4Lhw2rVREzbJwXcGMrJ,0,0,m4a,PublicSnatOlivierVranIlnyapasdevacancespourlevirusdoncilnypasdevacancespourleconfin,2mN6if5XhP8.wav
Public Sénat,"Relance : que faire de l'""épargne covid"" ?",5242,https://www.youtube.com/watch?v=NnffZ_S31F8,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatRelancequefairedelpargnecovid,NnffZ_S31F8.wav
Public Sénat,Territoires ruraux : alerte sur la santé des femmes,5153,https://www.youtube.com/watch?v=yBVvWdrw-2s,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatTerritoiresrurauxalertesurlasantdesfemmes,yBVvWdrw-2s.wav
Public Sénat,Mineurs délinquants : la réforme de la justice adoptée,5124,https://www.youtube.com/watch?v=_W9E52hqn1s,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatMineursdlinquantslarformedelajusticeadopte,_W9E52hqn1s.wav
Public Sénat,Séparatisme : audition du professeur Bernard Rougier au Sénat,3559,https://www.youtube.com/watch?v=HFSVFlx1AYY,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatSparatismeauditionduprofesseurBernardRougierauSnat,HFSVFlx1AYY.wav
Public Sénat,Respect des libertés publiques : débat sur les fichiers,4983,https://www.youtube.com/watch?v=pojvN9HBjs0,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatRespectdeslibertspubliquesdbatsurlesfichiers,pojvN9HBjs0.wav
Public Sénat,Santé animale : l'impact des champs électromagnétiques,5259,https://www.youtube.com/watch?v=rGyzKFCADAs,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatSantanimalelimpactdeschampslectromagntiques,rGyzKFCADAs.wav
Public Sénat,Loi Ségur de la santé : le débat continue au Sénat,5196,https://www.youtube.com/watch?v=ZUQjpmuokKk,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatLoiSgurdelasantledbatcontinueauSnat,ZUQjpmuokKk.wav
Public Sénat,Vote par anticipation à l'élection présidentielle : le débat au Sénat,5255,https://www.youtube.com/watch?v=ZXPrhBS25qM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatVoteparanticipationllectionprsidentielleledbatauSnat,ZXPrhBS25qM.wav
Public Sénat,Quels moyens pour l'hôpital ?,5244,https://www.youtube.com/watch?v=oQv7djVKmjM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatQuelsmoyenspourlhpital,oQv7djVKmjM.wav
Public Sénat,Séparatisme : « Le problème se déporte vers l’enseignement primaire » s’inquiète Dominique Schnapper,4357,https://www.youtube.com/watch?v=s6iOSwL4m4k,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatSparatismeLeproblmesedporteverslenseignementprimairesinquiteDominiqueSchnapper,s6iOSwL4m4k.wav
Public Sénat,Dossier Veolia/Suez : le rôle des fonds d'investissements,5257,https://www.youtube.com/watch?v=Mpg9ntdC4CM,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatDossierVeoliaSuezlerledesfondsdinvestissements,Mpg9ntdC4CM.wav
Public Sénat,Dossier Veolia/Suez : le patron de Meridiam auditionné,3460,https://www.youtube.com/watch?v=No4QNQPvqTs,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatDossierVeoliaSuezlepatrondeMeridiamauditionn,No4QNQPvqTs.wav
Public Sénat,Mineurs isolés : les sénateurs en appellent à l'Etat,5190,https://www.youtube.com/watch?v=P63J5_8EUHg,https://www.youtube.com/playlist?list=PL-M7yEVf_H0j0d9NfzN_icLNCbdN_dpyO,0,0,m4a,PublicSnatMineursisolslessnateursenappellentlEtat,P63J5_8EUHg.wav
