channel,title,duration,url,playlist_url,error,downloaded,ext,match,path
TEDx Talks,"Et si faire le vide, c'était aussi faire le plein ? | Etienne Klein | TEDxParis",702,https://www.youtube.com/watch?v=UhAyWxBf5Bw,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksEtsifairelevidectaitaussifairelepleinEtienneKleinTEDxParis,UhAyWxBf5Bw.wav
TEDx Talks,De l'intelligence artificielle à l'intelligence collective  | Jeremy Harroch | TEDxOrléansSalon,1326,https://www.youtube.com/watch?v=kNE9gIEj2v8,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDelintelligenceartificiellelintelligencecollectiveJeremyHarrochTEDxOrlansSalon,kNE9gIEj2v8.wav
TEDx Talks,"Comprendre une image, pas si simple pour une machine | Antoine Bordes | TEDxTours",1048,https://www.youtube.com/watch?v=0jEEQD4awqw,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksComprendreuneimagepassisimplepourunemachineAntoineBordesTEDxTours,0jEEQD4awqw.wav
TEDx Talks,Les animaux ont ils des droits ? | Catherine Helayel | TEDxTours,1074,https://www.youtube.com/watch?v=kHDTrpIyCrQ,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLesanimauxontilsdesdroitsCatherineHelayelTEDxTours,kHDTrpIyCrQ.wav
TEDx Talks,Le sommeil : l'enjeu le plus critique de notre décennie | Hugo Mercier | TEDxParis,607,https://www.youtube.com/watch?v=k5zEh2cqwSI,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLesommeillenjeulepluscritiquedenotredcennieHugoMercierTEDxParis,k5zEh2cqwSI.wav
TEDx Talks,"Liberté, chemins de traverse et combativité | Antoine de Maximy | TEDxMarseille",999,https://www.youtube.com/watch?v=3FpwDddA9HE,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLibertcheminsdetraverseetcombativitAntoinedeMaximyTEDxMarseille,3FpwDddA9HE.wav
TEDx Talks,Moderniser la comptabilité : un enjeu de développement durable | Sophie Danlos | TEDxLaRochelle,1005,https://www.youtube.com/watch?v=_V-myyR2kH4,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksModerniserlacomptabilitunenjeudedveloppementdurableSophieDanlosTEDxLaRochelle,_V-myyR2kH4.wav
TEDx Talks,Entendre les peuples autochtones | Franck Desplanques | TEDxLaRochelle,1238,https://www.youtube.com/watch?v=JPGO31Tatbo,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksEntendrelespeuplesautochtonesFranckDesplanquesTEDxLaRochelle,JPGO31Tatbo.wav
TEDx Talks,La puissance du collectif au service de l'art | Stéphane Carricondo | TEDxLaRochelle,1184,https://www.youtube.com/watch?v=8maTrB1qDqk,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLapuissanceducollectifauservicedelartStphaneCarricondoTEDxLaRochelle,8maTrB1qDqk.wav
TEDx Talks,Et si on arrêtait de se mentir ? | Elsa Grangier | TEDxLaRochelle,1273,https://www.youtube.com/watch?v=mXGuOcPSaB8,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksEtsionarrtaitdesementirElsaGrangierTEDxLaRochelle,mXGuOcPSaB8.wav
TEDx Talks,Savoir mesurer la confiance pour mieux la cultiver | Pierre Winicki | TEDxLaRochelle,1179,https://www.youtube.com/watch?v=myqlFmfa6ts,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksSavoirmesurerlaconfiancepourmieuxlacultiverPierreWinickiTEDxLaRochelle,myqlFmfa6ts.wav
TEDx Talks,J'ai un coeur en mousse | Maxime Grandjean | TEDxLaRochelle,827,https://www.youtube.com/watch?v=IQmytUBLY1s,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksJaiuncoeurenmousseMaximeGrandjeanTEDxLaRochelle,IQmytUBLY1s.wav
TEDx Talks,Et si le burnout était une opportunité ? | Josée Oléron | TEDxLaRochelle,972,https://www.youtube.com/watch?v=Wlbnar1HrPQ,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksEtsileburnouttaituneopportunitJoseOlronTEDxLaRochelle,Wlbnar1HrPQ.wav
TEDx Talks,Comment ne pas être programmé par les algorithmes d'internet ? | Matthieu Robert | TEDxLaRochelle,843,https://www.youtube.com/watch?v=CQ-pIPiS80Q,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCommentnepastreprogrammparlesalgorithmesdinternetMatthieuRobertTEDxLaRochelle,CQ-pIPiS80Q.wav
TEDx Talks,Sur la route de nos identités | Esra Tat | TEDxLaRochelle,920,https://www.youtube.com/watch?v=l8rmQ1SxRRE,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksSurlaroutedenosidentitsEsraTatTEDxLaRochelle,l8rmQ1SxRRE.wav
TEDx Talks,"Votre langue, on l'entend ; la mienne, on la voit | Luca Gelberg | TEDxLaRochelle",822,https://www.youtube.com/watch?v=OHsHqahx2bg,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksVotrelangueonlentendlamienneonlavoitLucaGelbergTEDxLaRochelle,OHsHqahx2bg.wav
TEDx Talks,Comment on fait pour s’aimer ?  | Camille Syren | TEDxLaRochelle,1006,https://www.youtube.com/watch?v=i6ZmfE15LhY,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCommentonfaitpoursaimerCamilleSyrenTEDxLaRochelle,i6ZmfE15LhY.wav
TEDx Talks,Touchez l'horizon ! | Paul Fontaine | TEDxLaRochelle,1026,https://www.youtube.com/watch?v=YLQZOIsQrkU,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksTouchezlhorizonPaulFontaineTEDxLaRochelle,YLQZOIsQrkU.wav
TEDx Talks,Le paradoxe de Robin des Bois | Fabrice de Boni & Axel Lattuada | TEDxLaRochelle,828,https://www.youtube.com/watch?v=3qqMNgfaNao,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLeparadoxedeRobindesBoisFabricedeBoniAxelLattuadaTEDxLaRochelle,3qqMNgfaNao.wav
TEDx Talks,Be your own champion | Nicolas RAIMBAULT | TEDxOrléans,996,https://www.youtube.com/watch?v=29P0yItYDX8,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksBeyourownchampionNicolasRAIMBAULTTEDxOrlans,29P0yItYDX8.wav
TEDx Talks,"Ouvrez vos bras, ils vous ouvriront leurs coeurs | Jean-François VERHULST | TEDxOrléans",841,https://www.youtube.com/watch?v=RzngL-M-Bko,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksOuvrezvosbrasilsvousouvrirontleurscoeursJeanFranoisVERHULSTTEDxOrlans,RzngL-M-Bko.wav
TEDx Talks,"Jeunes, jolies et toujours en vie | Juliette GADOIN & Laura BILQUARD | TEDxOrléans",810,https://www.youtube.com/watch?v=sWHjQafk_qI,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksJeunesjoliesettoujoursenvieJulietteGADOINLauraBILQUARDTEDxOrlans,sWHjQafk_qI.wav
TEDx Talks,La révolution des bobos écolos | Flore CERCELLIER & Sébastien BIRON CERCELLIER | TEDxOrléans,860,https://www.youtube.com/watch?v=OfPymufCXnc,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLarvolutiondesboboscolosFloreCERCELLIERSbastienBIRONCERCELLIERTEDxOrlans,OfPymufCXnc.wav
TEDx Talks,Avant que la machine ne s'enraye | Benoît THEVARD | TEDxOrléans,1083,https://www.youtube.com/watch?v=yi4t1YVchOQ,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksAvantquelamachinenesenrayeBenotTHEVARDTEDxOrlans,yi4t1YVchOQ.wav
TEDx Talks,Le temps d'engagement collectif | François POLVEREL | TEDxOrléans,736,https://www.youtube.com/watch?v=HxOwGPC5mU0,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLetempsdengagementcollectifFranoisPOLVERELTEDxOrlans,HxOwGPC5mU0.wav
TEDx Talks,Quand la créativité créera le monde ! | Benjamin CHEMINAT | TEDxOrléans,722,https://www.youtube.com/watch?v=ZIOcXutn25c,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksQuandlacrativitcreralemondeBenjaminCHEMINATTEDxOrlans,ZIOcXutn25c.wav
TEDx Talks,Ou la la la |  IVAANNYH | TEDxOrléans,874,https://www.youtube.com/watch?v=J7jQlorpLHw,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksOulalalaIVAANNYHTEDxOrlans,J7jQlorpLHw.wav
TEDx Talks,A la recherche de la résilience / Looking for resilience  | Ali Nefzaoui | TEDxNabeul,1019,https://www.youtube.com/watch?v=iEKVe3IsO64,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksAlarecherchedelarsilienceLookingforresilienceAliNefzaouiTEDxNabeul,iEKVe3IsO64.wav
TEDx Talks,La réussite n'est souvent qu'une revanche  | Wafa Ghorbel | TEDxNabeul,1227,https://www.youtube.com/watch?v=9jR1TVrwOKY,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLarussitenestsouventquunerevancheWafaGhorbelTEDxNabeul,9jR1TVrwOKY.wav
TEDx Talks,Démystification du vaudou | Bienvenu AKOHA | TEDxYouth@Ganhito,736,https://www.youtube.com/watch?v=WnNguQX6azs,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDmystificationduvaudouBienvenuAKOHATEDxYouthGanhito,WnNguQX6azs.wav
TEDx Talks,Maitriser la matière informationnelle en Afrique pour réussir  | Anmir IGUE | TEDxYouth@Ganhito,1006,https://www.youtube.com/watch?v=FPI6sM2EETI,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksMaitriserlamatireinformationnelleenAfriquepourrussirAnmirIGUETEDxYouthGanhito,FPI6sM2EETI.wav
TEDx Talks,Have your leadership transform... inside you | Alioune Camara | TEDxPortBouet,652,https://www.youtube.com/watch?v=26pV3pr2O0U,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksHaveyourleadershiptransforminsideyouAliouneCamaraTEDxPortBouet,26pV3pr2O0U.wav
TEDx Talks,Cooking with love | Christelle Anet & Frank Anet | TEDxPortBouet,636,https://www.youtube.com/watch?v=Z4V5zuh4kV8,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCookingwithloveChristelleAnetFrankAnetTEDxPortBouet,Z4V5zuh4kV8.wav
TEDx Talks,The way for women in Côte d'Ivoire to Olympic games | Emmanuella Ane | TEDxPortBouet,822,https://www.youtube.com/watch?v=rEFA-C_8D2w,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksThewayforwomeninCtedIvoiretoOlympicgamesEmmanuellaAneTEDxPortBouet,rEFA-C_8D2w.wav
TEDx Talks,How Ivory Coast can become a sport nation? | Sylvere-Henry Cisse & Marie Josee Talou | TEDxPortBouet,1043,https://www.youtube.com/watch?v=mQaeQbTqiVc,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksHowIvoryCoastcanbecomeasportnationSylvereHenryCisseMarieJoseeTalouTEDxPortBouet,mQaeQbTqiVc.wav
TEDx Talks,"Ayez vos rêves, assumez-les et continuez de briller.  | Stévy Wallace | TEDxYouth@Ganhito",663,https://www.youtube.com/watch?v=z_CGHU3yP2M,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksAyezvosrvesassumezlesetcontinuezdebrillerStvyWallaceTEDxYouthGanhito,z_CGHU3yP2M.wav
TEDx Talks,Lancer l'alerte pour le bien commun | Stéphanie Gibaud | TEDxClermont,1035,https://www.youtube.com/watch?v=fYfN_JCnbDo,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLancerlalertepourlebiencommunStphanieGibaudTEDxClermont,fYfN_JCnbDo.wav
TEDx Talks,Découvrons l'éducation buissonnière  | Roland Gérard | TEDxTours,1187,https://www.youtube.com/watch?v=f0NwinmzPPo,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDcouvronslducationbuissonnireRolandGrardTEDxTours,f0NwinmzPPo.wav
TEDx Talks,Faire coeur | Jeanne Dambreville | TEDxAix,843,https://www.youtube.com/watch?v=J_KzDUOKOdo,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksFairecoeurJeanneDambrevilleTEDxAix,J_KzDUOKOdo.wav
TEDx Talks,Comment tirer de meilleurs du pire | Charles Rozoy | TEDxToulouse,848,https://www.youtube.com/watch?v=G69OV1cXZqg,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCommenttirerdemeilleursdupireCharlesRozoyTEDxToulouse,G69OV1cXZqg.wav
TEDx Talks,S'habiller vrai | Youmna Tarazi | TEDxToulouse,717,https://www.youtube.com/watch?v=YxP7kd2PlJM,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksShabillervraiYoumnaTaraziTEDxToulouse,YxP7kd2PlJM.wav
TEDx Talks,Sommes-nous tous des moutons en baskets ? | Max LIMOL | TEDxToulouse,745,https://www.youtube.com/watch?v=KHZLK45wr1s,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksSommesnoustousdesmoutonsenbasketsMaxLIMOLTEDxToulouse,KHZLK45wr1s.wav
TEDx Talks,Être présent grâce à la méditation | Carine Noël | TEDxBordeaux,625,https://www.youtube.com/watch?v=fM-Dcb49vO0,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalkstreprsentgrcelamditationCarineNolTEDxBordeaux,fM-Dcb49vO0.wav
TEDx Talks,L'intuition | Alexis Champion Marie-Estelle Couval | TEDxBordeaux,1110,https://www.youtube.com/watch?v=IXGGShcFbSY,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLintuitionAlexisChampionMarieEstelleCouvalTEDxBordeaux,IXGGShcFbSY.wav
